PhraseId,SentenceId,Phrase,Sentiment,length,word_length,label
7136,289,frenzy,2,1,6,train
67758,3441,bones,2,1,5,train
30391,1410,torments,1,1,8,train
149812,8156,malleable,2,1,9,train
40777,1954,edifying,2,1,8,train
8642,358,investment,2,1,10,train
142295,7719,well-thought,3,1,12,train
136200,7362,nightmares,1,1,10,train
34550,1623,logically,2,1,9,train
114563,6094,howlingly,2,1,9,train
58997,2975,decency,2,1,7,train
61160,3090,consummate,3,1,10,train
28551,1319,CIA,2,1,3,train
41550,2000,executed,2,1,8,train
94998,4956,creepiest,2,1,9,train
11547,497,closer,2,1,6,train
2770,106,hold,2,1,4,train
28972,1342,awfully,0,1,7,train
50591,2488,upping,2,1,6,train
6437,255,rock,2,1,4,train
130894,7054,1987,3,1,4,train
30523,1417,morals,2,1,6,train
70865,3612,Broca,2,1,5,train
3685,138,really,2,1,6,train
14789,636,equal,2,1,5,train
6149,245,Robert,2,1,6,train
137902,7461,cipherlike,2,1,10,train
23236,1052,exquisitely,4,1,11,train
145732,7920,one-night,2,1,9,train
63131,3192,Native,2,1,6,train
2041,78,Attraction,2,1,10,train
81491,4202,deja,2,1,4,train
59299,2991,reducing,2,1,8,train
13689,589,Japan,2,1,5,train
50060,2457,dough,2,1,5,train
129335,6954,costumer,2,1,8,train
94852,4948,enhance,3,1,7,train
106565,5628,Kubrick,2,1,7,train
127924,6882,Play-Doh,2,1,8,train
150583,8206,cow,2,1,3,train
610,22,exists,2,1,6,train
133405,7198,52,2,1,2,train
67822,3444,P.T.,2,1,4,train
27959,1283,tradition-bound,2,1,15,train
74193,3801,servitude,2,1,9,train
88005,4572,underlined,2,1,10,train
105936,5592,quasi-Shakespearean,2,1,19,train
41105,1970,Ribisi,2,1,6,train
47927,2337,three-hour,2,1,10,train
10149,426,dysfunctional,1,1,13,train
6314,252,now,2,1,3,train
4184,157,stroke,1,1,6,train
145245,7892,Meara,2,1,5,train
66354,3365,8-10,2,1,4,train
966,35,Full,3,1,4,train
38476,1833,listening,2,1,9,train
55222,2752,Smoking,2,1,7,train
29015,1344,surrounding,2,1,11,train
82351,4251,anti-Harry,2,1,10,train
4399,166,emotionally,2,1,11,train
60105,3032,Galinsky,2,1,8,train
53425,2649,Sarandon,2,1,8,train
143204,7774,optic,2,1,5,train
44108,2137,Cinderella,3,1,10,train
60873,3072,nonfiction,2,1,10,train
10996,468,towards,2,1,7,train
49373,2415,powerment,2,1,9,train
89178,4634,ritual,2,1,6,train
102921,5423,advertisement,2,1,13,train
92780,4832,mulls,2,1,5,train
3424,128,refreshingly,3,1,12,train
155638,8518,ghoulish,2,1,8,train
90280,4699,elicit,2,1,6,train
60349,3047,seeks,2,1,5,train
102195,5378,eats,2,1,4,train
74300,3806,wise-beyond-her-years,3,1,21,train
128693,6921,Association,2,1,11,train
22920,1037,formulaic,1,1,9,train
36177,1709,whimsicality,3,1,12,train
40957,1963,S,2,1,1,train
35493,1670,inspiration,4,1,11,train
50772,2497,nourishing,3,1,10,train
3742,142,face,2,1,4,train
53224,2641,grips,2,1,5,train
50510,2484,area,2,1,4,train
41012,1966,highlighted,2,1,11,train
140221,7609,confidently,3,1,11,train
5596,222,predecessor,2,1,11,train
107732,5693,song-and-dance-man,3,1,18,train
115890,6177,pee-related,1,1,11,train
1002,36,avoid,0,1,5,train
110586,5861,euphemism,2,1,9,train
60935,3077,demeanor,2,1,8,train
145960,7936,virgin,2,1,6,train
9125,381,prism,2,1,5,train
73391,3751,condescension,2,1,13,train
14996,645,vivid,3,1,5,train
60398,3050,Afterschool,2,1,11,train
25439,1164,passions,2,1,8,train
30757,1431,sour,1,1,4,train
62505,3162,transgressive,2,1,13,train
25892,1186,wins,2,1,4,train
95973,5014,hitman,2,1,6,train
133862,7223,salient,2,1,7,train
22120,992,exudes,3,1,6,train
127898,6880,incurably,1,1,9,train
128250,6900,fidgeted,2,1,8,train
38256,1821,\/,2,1,2,train
128088,6890,rip,2,1,3,train
38695,1844,Kieslowski,2,1,10,train
2334,89,yet,2,1,3,train
46450,2258,80,2,1,2,train
137109,7416,Romero,2,1,6,train
144046,7818,fuddled,1,1,7,train
92213,4798,Bette,2,1,5,train
55816,2791,expression,2,1,10,train
116414,6207,nowheresville,1,1,13,train
25130,1149,expressively,2,1,12,train
22354,1007,breakthrough,3,1,12,train
7673,310,self-revealing,2,1,14,train
1574,59,Chabrol,2,1,7,train
1704,63,their,2,1,5,train
3847,146,handle,2,1,6,train
6601,262,dwindles,1,1,8,train
69651,3542,Patchy,1,1,6,train
78375,4032,13th,2,1,4,train
20878,931,projects,2,1,8,train
66141,3354,tick,2,1,4,train
53485,2651,brink,2,1,5,train
14817,636,potential,3,1,9,train
30948,1442,opinion,2,1,7,train
144195,7827,Weber,2,1,5,train
139683,7577,Corcuera,2,1,8,train
154120,8420,Alarms,2,1,6,train
73743,3770,convictions,2,1,11,train
55871,2793,reviews,2,1,7,train
62022,3136,Bros.,2,1,5,train
143709,7799,armchair,2,1,8,train
11479,494,goodness,3,1,8,train
42903,2072,ignites,3,1,7,train
136628,7386,misty,2,1,5,train
109787,5816,Mitch,2,1,5,train
73243,3740,eroded,2,1,6,train
23846,1083,misdirected,1,1,11,train
45993,2236,diplomacy,2,1,9,train
2366,90,find,2,1,4,train
33899,1591,Stains,1,1,6,train
20428,912,guns,2,1,4,train
149646,8146,e-graveyard,2,1,11,train
15707,674,asset,3,1,5,train
125063,6721,Concubine,2,1,9,train
150800,8218,Opportunists,3,1,12,train
34524,1621,irk,1,1,3,train
48128,2347,patriotic,3,1,9,train
60153,3033,improbability,2,1,13,train
2812,108,unimaginative,1,1,13,train
45453,2208,sweeping,3,1,8,train
89641,4663,combining,2,1,9,train
31249,1459,UN,2,1,2,train
30708,1428,K-19,2,1,4,train
11928,511,escape,3,1,6,train
943,34,considerable,3,1,12,train
129538,6965,waited,2,1,6,train
15107,650,spend,2,1,5,train
21632,967,coming-of-age\/coming-out,2,1,25,train
11953,512,Todd,2,1,4,train
80098,4126,Smokey,2,1,6,train
56017,2801,truth-in-advertising,2,1,20,train
18443,809,liked,3,1,5,train
744,28,While,2,1,5,train
88001,4572,compositions,2,1,12,train
85886,4444,Sascha,2,1,6,train
134549,7258,waffle,2,1,6,train
65158,3296,elegy,2,1,5,train
247,8,Quotations,2,1,10,train
41529,1999,down-home,2,1,9,train
39917,1907,Thou,2,1,4,train
144243,7828,ridiculously,2,1,12,train
31011,1445,wretchedly,1,1,10,train
50610,2489,precarious,1,1,10,train
142730,7746,booking,2,1,7,train
33031,1547,high-minded,3,1,11,train
11668,504,rock-solid,3,1,10,train
3821,145,him,2,1,3,train
133208,7185,semimusical,2,1,11,train
3858,147,feet,2,1,4,train
2669,102,Malcolm,2,1,7,train
125067,6721,eschews,2,1,7,train
70762,3607,pork,2,1,4,train
70533,3595,claw,2,1,4,train
32015,1498,discourse,2,1,9,train
128462,6911,1992,2,1,4,train
69793,3549,blaring,2,1,7,train
483,18,gorgeous,3,1,8,train
10249,430,Loaf,2,1,4,train
96286,5028,officer,2,1,7,train
83776,4330,overdone,1,1,8,train
14321,617,hyper-realistic,3,1,15,train
2293,87,proficiency,3,1,11,train
18780,825,averting,2,1,8,train
23505,1065,crucial,2,1,7,train
113106,6007,genocide,1,1,8,train
39086,1865,edges,2,1,5,train
16770,724,genuine,4,1,7,train
53944,2678,straight-faced,2,1,14,train
14423,621,oddity,2,1,6,train
52090,2572,skills,2,1,6,train
60621,3062,Corpus,2,1,6,train
103348,5449,Deliverance,2,1,11,train
81927,4227,Petrovich,2,1,9,train
120325,6432,unhinged,2,1,8,train
1729,64,most,2,1,4,train
11018,470,issue,2,1,5,train
9167,382,terribly,0,1,8,train
25496,1166,needy,2,1,5,train
55628,2778,laughable,1,1,9,train
63485,3212,J,2,1,1,train
58638,2954,Hades,2,1,5,train
2065,78,pool,2,1,4,train
122776,6586,deemed,2,1,6,train
7943,323,Sea,2,1,3,train
23951,1087,pious,2,1,5,train
16104,692,genial,3,1,6,train
123001,6601,drawn-out,1,1,9,train
96614,5046,Nijinsky,3,1,8,train
92798,4833,civil,2,1,5,train
25221,1152,Melanie,2,1,7,train
162,5,self-glorification,2,1,18,train
7384,301,fellow,2,1,6,train
129236,6949,amorality,2,1,9,train
25052,1143,necessary,2,1,9,train
3561,133,production,2,1,10,train
150363,8190,well-formed,3,1,11,train
40969,1964,desecrations,2,1,12,train
99761,5233,instances,2,1,9,train
84656,4380,enlightening,3,1,12,train
24744,1127,January,2,1,7,train
8212,340,mends,2,1,5,train
1871,69,above,2,1,5,train
147053,8003,cursing,1,1,7,train
138738,7518,Desplat,2,1,7,train
42224,2033,siren,1,1,5,train
5486,218,document,3,1,8,train
29265,1354,tract,2,1,5,train
92525,4818,patiently,2,1,9,train
76643,3941,claustrophobia,2,1,14,train
27617,1268,Adventures,2,1,10,train
14226,613,Justine,2,1,7,train
63468,3211,Belt,2,1,4,train
96977,5068,media,2,1,5,train
51443,2533,portray,2,1,7,train
112305,5964,niftiest,3,1,8,train
99354,5210,Speck,2,1,5,train
101488,5336,iconic,4,1,6,train
14885,640,mother\/daughter,2,1,16,train
141302,7664,agape,2,1,5,train
43151,2085,soap-opera,1,1,10,train
18989,833,held,2,1,4,train
6033,240,extended,2,1,8,train
46213,2249,Breillat,2,1,8,train
16964,736,send,2,1,4,train
39618,1891,audacity,1,1,8,train
65075,3292,unstinting,1,1,10,train
66944,3397,deleted,1,1,7,train
99629,5226,girl-buddy,2,1,10,train
94783,4945,conclusive,2,1,10,train
102499,5394,wind-in-the-hair,2,1,16,train
17194,746,teeming,2,1,7,train
1107,41,Tartakovsky,2,1,11,train
151762,8281,cheeks,2,1,6,train
26296,1204,dominated,3,1,9,train
134476,7254,Croatia,2,1,7,train
82393,4255,depravity,2,1,9,train
97377,5093,arctic,2,1,6,train
75845,3890,Banger,2,1,6,train
7897,321,help,2,1,4,train
74617,3826,mid-to-low,2,1,10,train
35233,1656,Mafia,2,1,5,train
51208,2520,free-wheeling,2,1,13,train
143275,7777,concrete,2,1,8,train
39185,1869,useful,2,1,6,train
96924,5066,protective,2,1,10,train
50433,2479,internalized,2,1,12,train
147403,8020,movie-esque,2,1,11,train
25606,1169,Travis,2,1,6,train
56624,2844,ripper,2,1,6,train
40995,1965,cheaper,2,1,7,train
133102,7178,behalf,2,1,6,train
48953,2389,Blethyn,2,1,7,train
79745,4106,ditsy,1,1,5,train
94745,4943,badness,2,1,7,train
5217,207,tale,2,1,4,train
70512,3595,Kissinger,2,1,9,train
26173,1199,Minnie,2,1,6,train
69282,3522,snooze,0,1,6,train
123593,6637,amalgam,2,1,7,train
76546,3935,Altman,2,1,6,train
453,16,sweet,4,1,5,train
24527,1116,Traditional,2,1,11,train
75068,3849,Debrauwer,2,1,9,train
86447,4475,mar,2,1,3,train
14080,606,Haynes,2,1,6,train
31961,1496,travails,2,1,8,train
53829,2672,contradiction,1,1,13,train
123714,6643,theology,2,1,8,train
138964,7532,enliven,2,1,7,train
90445,4707,pushed,2,1,6,train
68728,3491,lugubrious,2,1,10,train
151294,8248,typically,2,1,9,train
24717,1126,Ally,3,1,4,train
1641,61,Horton,2,1,6,train
21143,946,sanctimonious,1,1,13,train
104455,5512,lifelong,2,1,8,train
93437,4871,Congeniality,2,1,12,train
124722,6702,Finch,2,1,5,train
79570,4096,buoy,2,1,4,train
44913,2178,restatement,2,1,11,train
2268,86,Mary,2,1,4,train
121190,6489,D.J.,2,1,4,train
61647,3115,melancholia,2,1,11,train
64275,3253,cultivated,3,1,10,train
42587,2054,costumes,2,1,8,train
132873,7164,venturesome,3,1,11,train
96299,5029,shrugging,2,1,9,train
143465,7787,clouds,2,1,6,train
58761,2962,stalls,1,1,6,train
120536,6445,comedically,2,1,11,train
84295,4356,April,3,1,5,train
134922,7282,meanest,2,1,7,train
80726,4157,Parton,2,1,6,train
110826,5872,Mora,2,1,4,train
126484,6801,'til,2,1,4,train
33101,1551,Brown,2,1,5,train
77674,3993,handbag-clutching,3,1,17,train
76011,3900,comforting,3,1,10,train
84924,4390,ricocheting,2,1,11,train
20221,900,sisters,2,1,7,train
63745,3227,Anybody,2,1,7,train
37984,1806,conscious,2,1,9,train
8397,349,Ballesta,2,1,8,train
131598,7091,Fred,2,1,4,train
1600,59,veiling,2,1,7,train
149304,8124,glance,2,1,6,train
61279,3096,Gaza,2,1,4,train
3912,149,Freaks,2,1,6,train
144133,7823,epiphanies,3,1,10,train
142490,7734,warped,1,1,6,train
69871,3552,leaky,2,1,5,train
83634,4322,propulsive,3,1,10,train
68092,3455,bonding,2,1,7,train
90421,4706,soaper,2,1,6,train
95446,4985,apparatus,2,1,9,train
53625,2661,girls-behaving-badly,2,1,20,train
75145,3853,Danny,2,1,5,train
65375,3309,forward,2,1,7,train
39439,1883,ransacked,2,1,9,train
443,16,mythic,2,1,6,train
65898,3342,rant,1,1,4,train
13606,583,sake,2,1,4,train
28066,1289,manifesto,2,1,9,train
60538,3056,awfulness,1,1,9,train
9719,404,tick-tock,1,1,9,train
77004,3960,significance,2,1,12,train
105830,5585,fast-forward,1,1,12,train
58754,2962,two-way,3,1,7,train
14127,609,hobnail,2,1,7,train
38810,1851,footing,2,1,7,train
56344,2824,names,2,1,5,train
143609,7794,configurations,2,1,14,train
9175,383,project,2,1,7,train
75549,3873,defecates,1,1,9,train
131361,7078,triple-crosses,2,1,14,train
60646,3062,introduce,2,1,9,train
17668,765,sip,2,1,3,train
76125,3905,remained,2,1,8,train
9809,407,act,2,1,3,train
93799,4892,fanboy,2,1,6,train
144394,7839,ungainly,1,1,8,train
42438,2045,melancholic,1,1,11,train
69660,3542,ploddingly,2,1,10,train
20778,927,reminds,2,1,7,train
32961,1544,Globetrotters-Generals,2,1,22,train
76209,3909,American-Russian,2,1,16,train
49729,2438,Aladdin,2,1,7,train
81847,4222,blowout,2,1,7,train
111442,5912,Jelinek,2,1,7,train
27252,1253,nonchallenging,1,1,14,train
67880,3446,lobotomy,1,1,8,train
86771,4495,bothers,2,1,7,train
1483,54,Comes,2,1,5,train
20029,888,fills,2,1,5,train
2781,107,recent,2,1,6,train
141934,7698,whining,2,1,7,train
64132,3244,thinkers,2,1,8,train
121564,6513,unengaging,1,1,10,train
74602,3825,minus,2,1,5,train
38374,1827,84,2,1,2,train
37735,1796,Goldbacher,1,1,10,train
78673,4048,yank,3,1,4,train
85858,4443,associations,2,1,12,train
4318,163,death,2,1,5,train
88839,4615,schticky,1,1,8,train
135956,7343,urine,2,1,5,train
558,21,indie,2,1,5,train
36567,1729,Fairies,2,1,7,train
39688,1894,staid,1,1,5,train
6448,255,atmosphere,2,1,10,train
41848,2014,cram,2,1,4,train
18028,786,arrive,2,1,6,train
4545,172,sharp,3,1,5,train
104058,5487,fun-for-fun,3,1,11,train
36072,1701,maternal,2,1,8,train
40496,1937,modern-day,2,1,10,train
8361,347,always,2,1,6,train
21052,942,Sheridan,2,1,8,train
17301,751,awake,2,1,5,train
3079,115,hobby,2,1,5,train
36014,1699,blood,1,1,5,train
56212,2817,Samuel,2,1,6,train
12319,526,insultingly,1,1,11,train
24258,1102,wall,3,1,4,train
4233,160,lectures,2,1,8,train
119130,6367,involvement,3,1,11,train
5209,206,unfolds,2,1,7,train
16512,710,voyeur,2,1,6,train
70114,3570,cannier,2,1,7,train
150197,8181,adept,3,1,5,train
116667,6221,descends,2,1,8,train
21120,945,Lear,2,1,4,train
128600,6916,choosing,2,1,8,train
464,17,charmer,3,1,7,train
49788,2441,watercolor,2,1,10,train
130679,7040,rainbows,2,1,8,train
62344,3152,spotlights,2,1,10,train
22685,1027,merely,2,1,6,train
12931,555,rivals,2,1,6,train
146056,7942,assurance,3,1,9,train
39718,1896,zero,1,1,4,train
69239,3518,undistinguished,1,1,15,train
154936,8476,lags,2,1,4,train
144903,7868,Dangerfield,2,1,11,train
99487,5217,slickly,3,1,7,train
145042,7878,culprit,2,1,7,train
5831,233,lackadaisical,1,1,13,train
47124,2297,freely,3,1,6,train
134038,7234,ingeniously,4,1,11,train
131929,7111,retiring,2,1,8,train
54363,2701,entrepreneurial,2,1,15,train
145909,7932,evocation,2,1,9,train
11617,501,twisted,1,1,7,train
12583,540,pee,2,1,3,train
11768,507,promise,3,1,7,train
49919,2450,topic,3,1,5,train
7951,323,ai,2,1,2,train
23786,1081,Ghost,2,1,5,train
100321,5263,sieve,2,1,5,train
33432,1567,Toback,2,1,6,train
15477,663,completion,2,1,10,train
82583,4263,Friedman,2,1,8,train
85623,4427,reruns,2,1,6,train
102244,5380,critiquing,2,1,10,train
10863,461,Bollywood,2,1,9,train
35497,1670,fringes,2,1,7,train
141382,7669,model,3,1,5,train
3786,144,inexorably,2,1,10,train
6829,274,debut,2,1,5,train
18813,826,constrictive,1,1,12,train
113888,6054,mugs,2,1,4,train
9407,391,ego,2,1,3,train
64497,3264,careers,2,1,7,train
8351,346,goofy,2,1,5,train
123849,6651,Jaglomized,2,1,10,train
51554,2539,fetid,2,1,5,train
25148,1149,wonders,2,1,7,train
36772,1742,sources,2,1,7,train
42398,2043,triumphant,3,1,10,train
41714,2007,tie-in,2,1,6,train
3576,133,released,2,1,8,train
49494,2422,resentment,1,1,10,train
18258,797,Sand,2,1,4,train
5216,207,fairy,2,1,5,train
49728,2438,Mermaid,2,1,7,train
35832,1690,counterproductive,2,1,17,train
1062,39,-,2,1,1,train
8011,328,dismissed,2,1,9,train
128470,6911,utilized,2,1,8,train
132777,7159,dichotomy,2,1,9,train
102831,5419,72,2,1,2,train
65600,3324,virulently,2,1,10,train
9134,381,prejudices,1,1,10,train
137316,7430,tech-geeks,2,1,10,train
144570,7847,tabloids,2,1,8,train
52698,2609,Portuguese,2,1,10,train
6224,247,Feral,2,1,5,train
1432,52,Waking,2,1,6,train
27899,1281,impatiently,2,1,11,train
8508,352,longevity,2,1,9,train
88244,4583,virulent,2,1,8,train
81169,4182,showboating,2,1,11,train
69990,3562,connect-the-dots,2,1,16,train
819,30,show,2,1,4,train
63761,3227,bloodshed,2,1,9,train
90200,4695,Salton,2,1,6,train
31955,1496,intensely,2,1,9,train
130953,7058,miscalculates,2,1,13,train
12601,541,forgotten,2,1,9,train
14120,609,Russell,2,1,7,train
2711,103,prisoner,1,1,8,train
70971,3619,Aniston,2,1,7,train
13288,572,Audiard,2,1,7,train
101122,5314,anti-,1,1,5,train
68737,3492,one-hour,2,1,8,train
752,28,offers,2,1,6,train
55834,2792,lioness,2,1,7,train
15578,667,unhidden,2,1,8,train
48273,2356,poster,2,1,6,train
67727,3439,Greenfingers,2,1,12,train
56759,2853,wrought,2,1,7,train
88023,4572,charged,3,1,7,train
84270,4355,simpler,2,1,7,train
76194,3909,responses,2,1,9,train
3036,114,dramaturgy,1,1,10,train
125746,6756,blown-out,2,1,9,train
21503,962,network,2,1,7,train
25622,1170,off-kilter,2,1,10,train
114759,6107,fumbled,1,1,7,train
27703,1271,adolescence,2,1,11,train
83986,4339,unconned,2,1,8,train
2314,88,big,2,1,3,train
206,7,Every,2,1,5,train
5375,215,instead,2,1,7,train
2070,78,bathtub,2,1,7,train
47140,2298,leaping,2,1,7,train
46802,2278,teaming,3,1,7,train
6585,261,1915,2,1,4,train
789,29,latest,2,1,6,train
154467,8444,scene-chewing,1,1,13,train
13073,562,Asian,2,1,5,train
7,1,of,2,1,2,train
11297,486,four,2,1,4,train
132047,7118,less-than-thrilling,0,1,19,train
25601,1169,called,2,1,6,train
11347,488,contemporary,3,1,12,train
66448,3372,dulled,1,1,6,train
123876,6652,calling,2,1,7,train
6974,279,monkeys,2,1,7,train
35980,1698,missed,2,1,6,train
42639,2056,windows,2,1,7,train
114165,6071,Macy,3,1,4,train
84998,4394,showdown,1,1,8,train
136813,7400,half-lit,2,1,8,train
21328,953,threadbare,2,1,10,train
138369,7491,siblings,2,1,8,train
1082,39,totally,2,1,7,train
115528,6156,Charly,2,1,6,train
13953,601,along,2,1,5,train
51569,2541,astute,2,1,6,train
16160,696,prevent,2,1,7,train
458,16,winning,3,1,7,train
7260,295,Spears,2,1,6,train
121315,6496,pillages,2,1,8,train
47870,2334,visionary,3,1,9,train
15269,655,Joel,2,1,4,train
138596,7507,Bible-study,2,1,11,train
129409,6958,drug-induced,2,1,12,train
125248,6729,souvlaki,2,1,8,train
22912,1036,currently,2,1,9,train
70199,3574,super-serious,2,1,13,train
87068,4514,flatter,3,1,7,train
30313,1407,hooks,2,1,5,train
45092,2190,soaked,2,1,6,train
25860,1184,revolution,2,1,10,train
145892,7931,suppression,2,1,11,train
3264,122,Turpin,2,1,6,train
90084,4688,Nike,2,1,4,train
143926,7810,Sexpot,2,1,6,train
531,19,Avengers,2,1,8,train
1137,42,Vincent,2,1,7,train
65554,3320,arrest,2,1,6,train
84689,4381,prod,2,1,4,train
241,8,from,2,1,4,train
135047,7290,Jeanette,2,1,8,train
54074,2686,pushiness,1,1,9,train
20668,922,hedonistic,1,1,10,train
20154,896,credible,3,1,8,train
102004,5369,squint,2,1,6,train
97398,5093,Inuit,2,1,5,train
54206,2691,car-wreck,0,1,9,train
106138,5605,challenge,2,1,9,train
24286,1103,impact,2,1,6,train
1798,66,rating,2,1,6,train
41645,2004,Dahmer,1,1,6,train
155949,8537,laughingly,3,1,10,train
18024,786,Powerpuff,2,1,9,train
36985,1751,heft,2,1,4,train
45001,2183,Patch,2,1,5,train
144533,7846,platitudes,2,1,10,train
11467,493,flamboyant,2,1,10,train
22472,1015,padding,3,1,7,train
101044,5308,McCoist,2,1,7,train
43019,2076,shuck-and-jive,2,1,14,train
8740,364,Mars,2,1,4,train
34714,1632,ol',3,1,3,train
20420,912,African,2,1,7,train
86287,4468,agenda,2,1,6,train
3544,132,delicious,3,1,9,train
14689,633,chimney,2,1,7,train
12490,535,days,2,1,4,train
135846,7337,skateboarder,2,1,12,train
57,1,to,2,1,2,train
11500,496,summertime,2,1,10,train
31722,1486,malaise,1,1,7,train
113818,6049,farewell-to-innocence,2,1,21,train
93788,4891,heart-breakingly,2,1,16,train
73529,3757,Bermuda,2,1,7,train
70510,3595,Hitchens,2,1,8,train
20282,902,register,2,1,8,train
112092,5950,dizzy,1,1,5,train
72676,3712,observation,2,1,11,train
78163,4022,uproarious,2,1,10,train
144712,7853,hackles,2,1,7,train
57615,2905,T-shirt,2,1,7,train
70950,3617,Lilia,2,1,5,train
100549,5276,drug-related,2,1,12,train
113742,6045,emigre,2,1,6,train
57349,2890,saves,3,1,5,train
13368,575,Skillful,3,1,8,train
84209,4351,pledge,2,1,6,train
2602,100,may,2,1,3,train
82375,4254,becalmed,3,1,8,train
36918,1749,partnerships,2,1,12,train
145889,7931,Austrian,2,1,8,train
2660,102,surprisingly,3,1,12,train
61690,3116,fever-pitched,2,1,13,train
3545,132,pulpiness,2,1,9,train
49482,2422,Koury,2,1,5,train
65128,3294,Rohypnol,2,1,8,train
35225,1656,N.M.,2,1,4,train
115595,6160,docile,2,1,6,train
25376,1160,cockeyed,2,1,8,train
9677,403,based,2,1,5,train
46646,2270,flower-power,2,1,12,train
114257,6076,simmering,2,1,9,train
216,8,Importance,3,1,10,train
58911,2971,lows,2,1,4,train
776,28,beyond,2,1,6,train
142820,7751,exemplify,2,1,9,train
10596,448,Schaeffer,2,1,9,train
27265,1253,architecture,2,1,12,train
94245,4918,skyscraper,2,1,10,train
58910,2971,sorrowful,2,1,9,train
17608,762,transition,2,1,10,train
30739,1430,artsploitation,2,1,14,train
117836,6292,recompense,2,1,10,train
129417,6958,none-too-funny,1,1,14,train
15431,661,tensions,1,1,8,train
91517,4763,spiritually,3,1,11,train
12446,533,lightweight,2,1,11,train
1484,54,across,2,1,6,train
9577,398,mired,2,1,5,train
29742,1377,voices,2,1,6,train
45462,2209,jostles,2,1,7,train
14642,631,overwhelming,1,1,12,train
107803,5700,uncouth,2,1,7,train
33098,1551,dreaded,1,1,7,train
6623,264,senses,2,1,6,train
36332,1716,morally,3,1,7,train
113313,6021,fell,2,1,4,train
59478,2999,ruined,1,1,6,train
10295,433,extravaganza,3,1,12,train
697,25,comedy,3,1,6,train
100206,5257,self-mocking,2,1,12,train
9021,376,honesty,3,1,7,train
2430,93,antics,2,1,6,train
58539,2949,legacy,2,1,6,train
118470,6329,valid,3,1,5,train
152745,8334,suicide,1,1,7,train
122018,6540,sensuous,2,1,8,train
150128,8177,adhering,2,1,8,train
44121,2138,passing,2,1,7,train
10679,452,fanciful,3,1,8,train
67392,3420,sophomore,2,1,9,train
56201,2815,trope,2,1,5,train
72015,3677,superhuman,2,1,10,train
81483,4201,Ferris,2,1,6,train
23640,1073,homes,2,1,5,train
8450,351,shores,2,1,6,train
54827,2730,update,2,1,6,train
145721,7920,unleashed,2,1,9,train
129457,6960,whip,2,1,4,train
60624,3062,jerking,2,1,7,train
12063,517,knowledge,2,1,9,train
37060,1755,drab,0,1,4,train
97771,5119,louts,2,1,5,train
30465,1414,Scorsese,2,1,8,train
132302,7133,embarking,2,1,9,train
33046,1548,bottomlessly,1,1,12,train
84623,4378,Ouzo,2,1,4,train
62971,3186,spoiler,2,1,7,train
8774,365,prom,2,1,4,train
100060,5250,beguiling,3,1,9,train
7657,310,bedroom,2,1,7,train
106166,5606,impervious,1,1,10,train
24333,1106,revitalize,3,1,10,train
73496,3757,underwater,2,1,10,train
153975,8412,genre-busting,4,1,13,train
4352,165,bizarre,1,1,7,train
73368,3749,canned,2,1,6,train
21403,956,damn,1,1,4,train
19972,886,spot-on,4,1,7,train
123282,6616,wizened,3,1,7,train
81722,4216,favourite,4,1,9,train
92107,4793,trusting,3,1,8,train
61085,3085,deficit,1,1,7,train
54398,2704,re-release,2,1,10,train
92471,4816,Mask,2,1,4,train
59075,2980,exasperated,1,1,11,train
13616,584,heartbreak,1,1,10,train
155194,8496,provocateur,2,1,11,train
12605,541,trombone,2,1,8,train
6337,252,public,2,1,6,train
111837,5935,user-friendly,3,1,13,train
55423,2766,set-up,2,1,6,train
130622,7037,Danis,3,1,5,train
71987,3677,mount,2,1,5,train
113358,6023,sucking,1,1,7,train
62683,3170,organize,2,1,8,train
11639,502,summer-camp,2,1,11,train
117956,6300,bloodletting,2,1,12,train
142841,7752,tots,2,1,4,train
51835,2557,swept,2,1,5,train
69798,3549,babes,2,1,5,train
64950,3287,Dani,2,1,4,train
39971,1911,washed,2,1,6,train
78090,4018,sidesplitting,3,1,13,train
32900,1541,boiling,2,1,7,train
129373,6955,Shum,2,1,4,train
72695,3713,compliment,3,1,10,train
54357,2701,102-minute,3,1,10,train
153095,8360,sisterly,2,1,8,train
27954,1283,transformation,2,1,14,train
22845,1034,Margarita,2,1,9,train
9468,394,averse,2,1,6,train
141502,7677,F.,2,1,2,train
50403,2478,Waters-like,2,1,11,train
129390,6957,pageantry,2,1,9,train
16466,708,instincts,2,1,9,train
152670,8331,co-wrote,2,1,8,train
46685,2272,sinister,1,1,8,train
54915,2734,thousands,2,1,9,train
32680,1531,modernize,2,1,9,train
125463,6740,backed,2,1,6,train
115681,6164,documented,2,1,10,train
786,28,',2,1,1,train
80514,4147,Baio,2,1,4,train
25318,1157,destroy,1,1,7,train
53763,2669,Carlos,3,1,6,train
92649,4827,box-office,2,1,10,train
112008,5945,Molested,1,1,8,train
76681,3942,CGI,2,1,3,train
8116,335,cast,2,1,4,train
63952,3235,coast,2,1,5,train
5511,218,terrific,4,1,8,train
52281,2584,matinee,2,1,7,train
109246,5785,unintended,2,1,10,train
153031,8356,Confuses,2,1,8,train
2289,87,courage,2,1,7,train
81569,4206,chops,2,1,5,train
76918,3954,clean,3,1,5,train
51478,2535,Synthetic,2,1,9,train
2703,103,fighter,2,1,7,train
5767,228,parable,2,1,7,train
111402,5908,glued,3,1,5,train
116760,6226,kindred,2,1,7,train
4946,192,happen,2,1,6,train
